"musica";"musica_parecida";"nivel_de_similaridade"
"APT. - ROSÉ, Bruno Mars";"KLOuFRENS";8,63977236859462
"Gang Baby - NLE Choppa";"PERFuMITO NUEVO";8,5924388374078
"KLOuFRENS - Bad Bunny";"Too Sweet";8,56627805711094
"Something in the Orange - Zach Bryan";"Too Sweet";8,56552124860546
"São Paulo (feat. Anitta) - The Weeknd, Anitta";"BOKeTE";8,54621557239724
"Another Life - SZA";"Too Sweet";8,54179337999533
"Reflections Laughing (feat. Travis Scott, Florence + The Machine) - The Weeknd, Travis Scott, Florence + The Machine";"Dum, Dumb, and Dumber (with Young Thug & Future)";8,51302005149228
"Lose Control - Teddy Swims";"PERFuMITO NUEVO";8,47783753269722
"BOKeTE - Bad Bunny";"Messy";8,46764688069337
"The Abyss - The Weeknd";"PERFuMITO NUEVO";8,46625786508896
"BOKeTE - Bad Bunny";"Too Sweet";8,4296297439207
"I Love You, I'm Sorry - Gracie Abrams";"Messy";8,42789878486161
"Another Life - SZA";"Messy";8,37444101853994
"Indigo (feat. Avery Anna) - Sam Barber, Avery Anna";"WELTiTA";8,31847891654728
"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne) - Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne";"KETU TeCRÉ";8,28921181660651
"São Paulo (feat. Anitta) - The Weeknd, Anitta";"WELTiTA";8,27551546030976
"Open Hearts - The Weeknd";"VOY A LLeVARTE PA PR";8,26918435688931
"Fat Juicy & Wet - Sexyy Red, Bruno Mars";"EoO";8,26415171859476
"That's So True - Gracie Abrams";"Messy";8,23105344911788
"LO QUE LE PASÓ A HAWAii - Bad Bunny";"Who";8,21434109740245
"Reflections Laughing (feat. Travis Scott, Florence + The Machine) - The Weeknd, Travis Scott, Florence + The Machine";"WELTiTA";8,19845393076535
"Cry For Me - The Weeknd";"BAILE INoLVIDABLE";8,15627182475977
"Smile - Morgan Wallen";"Messy";8,14634126108177
"What Do I Do - SZA";"LO QUE LE PASÓ A HAWAii";8,14366869456981
"Not Like Us - Kendrick Lamar";"PERFuMITO NUEVO";8,11289761089328
"Not Like Us - Kendrick Lamar";"HOT TO GO!";8,08330546962939
"Not Like Us - Kendrick Lamar";"HOT TO GO!";8,08330546962939
"KLOuFRENS - Bad Bunny";"Too Sweet";8,05393275542227
"Abracadabra - Lady Gaga";"WELTiTA";7,98683488588185
"Kill Bill - SZA";"PERFuMITO NUEVO";7,96940668461795
"Another Life - SZA";"4X4";7,96174568988042
"WHATCHU KNO ABOUT ME (feat. Sexyy Red) - GloRilla, Sexyy Red";"EoO";7,94930867500987
"Stuff (feat. Travis Scott) - Lil Baby, Travis Scott";"BOKeTE";7,89837228592926
"BOKeTE - Bad Bunny";"Too Sweet";7,88922948806317
"EoO - Bad Bunny";"Messy";7,85753813265912
"Something in the Orange - Zach Bryan";"Messy";7,82644405335937
"505 - Arctic Monkeys";"PERFuMITO NUEVO";7,79992536287983
"Like Him (feat. Lola Young) - Tyler, The Creator, Lola Young";"Dum, Dumb, and Dumber (with Young Thug & Future)";7,78417323250146
"Beautiful Things - Benson Boone";"Messy";7,77876862507836
"Friendly Hallucinations - Mac Miller";"Messy";7,7629583021241
"I Love You, I'm Sorry - Gracie Abrams";"Too Sweet";7,74350884509883
"505 - Arctic Monkeys";"PERFuMITO NUEVO";7,74162589835679
"Beautiful Things - Benson Boone";"Too Sweet";7,72774390302669
"Another Life - SZA";"Too Sweet";7,71424745618977
"I Remember Everything (feat. Kacey Musgraves) - Zach Bryan, Kacey Musgraves";"Dum, Dumb, and Dumber (with Young Thug & Future)";7,6231968646786
"Fat Juicy & Wet - Sexyy Red, Bruno Mars";"NUEVAYoL";7,60951677312021
"Again - Fetty Wap";"WELTiTA";7,59597598383857
"DtMF - Bad Bunny";"4X4";7,56062062631335
"DtMF - Bad Bunny";"Messy";7,55385828462329
"Kill Bill - SZA";"PERFuMITO NUEVO";7,54608066491362
"Do You Have A Destination? - Mac Miller";"Too Sweet";7,54271266310791
"DENIAL IS A RIVER - Doechii";"BOKeTE";7,45357360761311
"Indigo (feat. Avery Anna) - Sam Barber, Avery Anna";"Dum, Dumb, and Dumber (with Young Thug & Future)";7,43192684301903
"VOY A LLeVARTE PA PR - Bad Bunny";"Who";7,4253497923318
"Blue Jean Baby - Zach Bryan";"Messy";7,38522766184812
"Take Me Back To LA - The Weeknd";"Messy";7,36227922306784
"CHIHIRO - Billie Eilish";"HOT TO GO!";7,34029888682758
"CHIHIRO - Billie Eilish";"HOT TO GO!";7,34029888682758
"4X4 - Travis Scott";"WELTiTA";7,27105762761404
"Again - Fetty Wap";"WELTiTA";7,25492854517863
"Do You Have A Destination? - Mac Miller";"Too Sweet";7,23608395703378
"The Abyss - The Weeknd";"WELTiTA";7,23007850333059
"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne) - Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne";"EoO";7,23001958790456
"São Paulo (feat. Anitta) - The Weeknd, Anitta";"PERFuMITO NUEVO";7,15309472152568
"Pink Skies - Zach Bryan";"WELTiTA";7,0718085161699
"Mr. Brightside - The Killers";"HOT TO GO!";6,99011417295597
"Mr. Brightside - The Killers";"HOT TO GO!";6,99011417295597
"HOT TO GO! - Chappell Roan";"VOY A LLeVARTE PA PR";6,97755849201963
"HOT TO GO! - Chappell Roan";"VOY A LLeVARTE PA PR";6,97755849201963
"KETU TeCRÉ - Bad Bunny";"Too Sweet";6,97139749759967
"Too Sweet - Hozier";"VOY A LLeVARTE PA PR";6,91424594540796
"I Love You, I'm Sorry - Gracie Abrams";"Too Sweet";6,85713713610488
"Beautiful Things - Benson Boone";"Too Sweet";6,77124564607833
"BIRDS OF A FEATHER - Billie Eilish";"The Abyss";6,7619058602039
"BIRDS OF A FEATHER - Billie Eilish";"VOY A LLeVARTE PA PR";6,74179925335248
"NIGHTS LIKE THIS - The Kid LAROI";"Too Sweet";6,73135765781451
"Too Sweet - Hozier";"VOY A LLeVARTE PA PR";6,70295505120291
"NIGHTS LIKE THIS - The Kid LAROI";"Too Sweet";6,68995565503303
"Stuff (feat. Travis Scott) - Lil Baby, Travis Scott";"PERFuMITO NUEVO";6,68629631292042
"5 Dollar Pony Rides - Mac Miller";"PERFuMITO NUEVO";6,4340933201856
"BIRDS OF A FEATHER - Billie Eilish";"4X4";6,3741116293854
"Open Hearts - The Weeknd";"The Abyss";6,336908204081
"EL CLúB - Bad Bunny";"Messy";6,33373733077119
"EL CLúB - Bad Bunny";"Messy";6,33373733077119
"APT. - ROSÉ, Bruno Mars";"The Abyss";6,31944461537338
"TURiSTA - Bad Bunny";"HOT TO GO!";6,25315590448697
"TURiSTA - Bad Bunny";"HOT TO GO!";6,25315590448697
"30 For 30 (with Kendrick Lamar) - SZA, Kendrick Lamar";"HOT TO GO!";6,25291436844137
"30 For 30 (with Kendrick Lamar) - SZA, Kendrick Lamar";"HOT TO GO!";6,25291436844137
"APT. - ROSÉ, Bruno Mars";"The Abyss";6,24837865202259
"WELTiTA - Bad Bunny, Chuwi";"HOT TO GO!";6,16691247645394
"WELTiTA - Bad Bunny, Chuwi";"HOT TO GO!";6,16691247645394
"4X4 - Travis Scott";"BAILE INoLVIDABLE";6,1472908130347
"KLOuFRENS - Bad Bunny";"HOT TO GO!";6,13736153577106
"KLOuFRENS - Bad Bunny";"HOT TO GO!";6,13736153577106
"What Do I Do - SZA";"WELTiTA";6,13003214829473
"Tambourine Dream - Mac Miller";"4X4";6,07193285423021
"NIGHTS LIKE THIS - The Kid LAROI";"PERFuMITO NUEVO";6,02243142841866
"KETU TeCRÉ - Bad Bunny";"Too Sweet";6,00168992867438
"HOT TO GO! - Chappell Roan";"EoO";5,94173505600962
"HOT TO GO! - Chappell Roan";"EoO";5,94173505600962
"Gang Baby - NLE Choppa";"VOY A LLeVARTE PA PR";5,93716847043238
"BMF - SZA";"4X4";5,71480162512913
"Loco - Neton Vega";"WELTiTA";5,7035476788589
"APT. - ROSÉ, Bruno Mars";"EoO";5,64715974792135
"APT. - ROSÉ, Bruno Mars";"EoO";5,63619732249136
"Tweaker - GELO";"PERFuMITO NUEVO";5,61634016946654
"Who - Jimin";"BAILE INoLVIDABLE";5,55655370485462
"Tweaker - G3 GELO";"PERFuMITO NUEVO";5,53372068760072
"Enjoy The Show (feat. Future) - The Weeknd, Future";"PERFuMITO NUEVO";5,47190397923649
"CAFé CON RON - Bad Bunny, Los Pleneros de la Cresta";"LA MuDANZA";5,46523644812432
"HOT TO GO! - Chappell Roan";"NUEVAYoL";5,44988529280627
"HOT TO GO! - Chappell Roan";"NUEVAYoL";5,44988529280627
"Fat Juicy & Wet - Sexyy Red, Bruno Mars";"TURiSTA";5,44715243378072
"Messy - Lola Young";"VOY A LLeVARTE PA PR";5,38187574975991
"VeLDÁ - Bad Bunny, Omar Courtz, Dei V";"The Abyss";5,32621970766614
"Given Up On Me - The Weeknd";"PERFuMITO NUEVO";5,31325771107097
"VOY A LLeVARTE PA PR - Bad Bunny";"HOT TO GO!";5,30176808157294
"VOY A LLeVARTE PA PR - Bad Bunny";"HOT TO GO!";5,30176808157294
"Do You Have A Destination? - Mac Miller";"Messy";5,17208199577669
"Again - Fetty Wap";"BAILE INoLVIDABLE";5,06251267511212
"tv off (feat. lefty gunplay) - Kendrick Lamar, Lefty Gunplay";"BOKeTE";4,99172174248685
"Empty Out Your Pockets - Juice WRLD";"BOKeTE";4,9859769128616
"Indigo (feat. Avery Anna) - Sam Barber, Avery Anna";"The Abyss";4,95300731073685
"Take Me Back To LA - The Weeknd";"WELTiTA";4,9268090965317
"Niagara Falls - The Weeknd";"PERFuMITO NUEVO";4,91935468306444
"DJ's Chord Organ (feat. SZA) - Mac Miller, SZA";"The Abyss";4,89149176144478
"WELTiTA - Bad Bunny, Chuwi";"Who";4,85064381346639
"Lose Control - Teddy Swims";"Too Sweet";4,84730365599808
"Timeless (feat Playboi Carti) - The Weeknd, Playboi Carti";"The Abyss";4,80442266183495
"Fat Juicy & Wet - Sexyy Red, Bruno Mars";"BOKeTE";4,79904901526666
"Mr. Brightside - The Killers";"The Abyss";4,78955569213308
"5 Dollar Pony Rides - Mac Miller";"The Abyss";4,74213606627568
"I Had Some Help (Feat. Morgan Wallen) - Post Malone, Morgan Wallen";"WELTiTA";4,66836922103508
"Wake Me Up (feat. Justice) - The Weeknd, Justice";"PERFuMITO NUEVO";4,58803379674387
"No Pole - Don Toliver";"Too Sweet";4,54243329520172
"WILDFLOWER - Billie Eilish";"Messy";4,49684515011364
"I Can't Wait To Get There - The Weeknd";"4X4";4,46406908772072
"Stuff (feat. Travis Scott) - Lil Baby, Travis Scott";"WELTiTA";4,44575207029486
"I Can't Wait To Get There - The Weeknd";"Messy";4,40622878382791
"DENIAL IS A RIVER - Doechii";"PERFuMITO NUEVO";4,39201391449663
"Fat Juicy & Wet - Sexyy Red, Bruno Mars";"KLOuFRENS";4,38965470226542
"PIToRRO DE COCO - Bad Bunny";"WELTiTA";4,38953132142399
"HOT TO GO! - Chappell Roan";"BOKeTE";4,37795023226244
"HOT TO GO! - Chappell Roan";"BOKeTE";4,37795023226244
"Blue Jean Baby - Zach Bryan";"HOT TO GO!";4,30094598081072
"Blue Jean Baby - Zach Bryan";"HOT TO GO!";4,30094598081072
"No Pole - Don Toliver";"Too Sweet";4,2996113555356
"Lose Control - Teddy Swims";"Too Sweet";4,29590486928718
"KETU TeCRÉ - Bad Bunny";"Messy";4,27355298670129
"Lovin On Me - Jack Harlow";"WELTiTA";4,23627893091204
"Sweater Weather - The Neighbourhood";"Too Sweet";4,23178543527925
"Open Hearts - The Weeknd";"Too Sweet";4,21991826200868
"Espresso - Sabrina Carpenter";"WELTiTA";4,21171175002704
"WILDFLOWER - Billie Eilish";"Too Sweet";4,21158741142003
"Enjoy The Show (feat. Future) - The Weeknd, Future";"Messy";4,1165064043383
"Open Hearts - The Weeknd";"Too Sweet";4,11165978159927
"I Remember Everything (feat. Kacey Musgraves) - Zach Bryan, Kacey Musgraves";"The Abyss";4,09766251591162
"Sweater Weather - The Neighbourhood";"Too Sweet";3,97541405574738
"Pink Pony Club - Chappell Roan";"The Abyss";3,96841439726498
"Pink Pony Club - Chappell Roan";"The Abyss";3,96841439726498
"Pink Pony Club - Chappell Roan";"Too Sweet";3,9272503976128
"Pink Pony Club - Chappell Roan";"Too Sweet";3,9272503976128
"Sweater Weather - The Neighbourhood";"Too Sweet";3,89763525530769
"Mr. Brightside - The Killers";"PERFuMITO NUEVO";3,88474239498213
"WHATCHU KNO ABOUT ME (feat. Sexyy Red) - GloRilla, Sexyy Red";"BOKeTE";3,84414098982091
"HOT TO GO! - Chappell Roan";"TURiSTA";3,82522654885163
"HOT TO GO! - Chappell Roan";"TURiSTA";3,82522654885163
"Timeless - The Weeknd";"WELTiTA";3,82129809896233
"Pink Pony Club - Chappell Roan";"Too Sweet";3,72569454015715
"Pink Pony Club - Chappell Roan";"Too Sweet";3,72569454015715
"Opening Night - The Weeknd";"The Abyss";3,69887236514647
"Empty Out Your Pockets - Juice WRLD";"The Abyss";3,68372251623259
"Again - Fetty Wap";"BAILE INoLVIDABLE";3,67031394347148
"Sweater Weather - The Neighbourhood";"Too Sweet";3,64061335646534
"That's So True - Gracie Abrams";"WELTiTA";3,54890124523099
"NUEVAYoL - Bad Bunny";"Messy";3,50049433976342
"tv off (feat. lefty gunplay) - Kendrick Lamar, Lefty Gunplay";"PERFuMITO NUEVO";3,485691063842
"WILDFLOWER - Billie Eilish";"Too Sweet";3,41548645502012
"Kill Bill - SZA";"Too Sweet";3,35689772652444
"No Pole - Don Toliver";"The Abyss";3,33384259716422
"30 For 30 (with Kendrick Lamar) - SZA, Kendrick Lamar";"4X4";3,25693826228284
"Snooze - SZA";"HOT TO GO!";3,23174086954809
"Snooze - SZA";"HOT TO GO!";3,23174086954809
"BIRDS OF A FEATHER - Billie Eilish";"Too Sweet";3,22198328482813
"Kill Bill - SZA";"Too Sweet";3,19272986598314
"I Can't Wait To Get There - The Weeknd";"The Abyss";3,14990543989374
"NUEVAYoL - Bad Bunny";"Too Sweet";3,12875919529002
"End of Beginning - Djo";"VOY A LLeVARTE PA PR";3,11778829237537
"WHATCHU KNO ABOUT ME (feat. Sexyy Red) - GloRilla, Sexyy Red";"VOY A LLeVARTE PA PR";3,06531042409142
"HOT TO GO! - Chappell Roan";"KLOuFRENS";3,03069211033822
"HOT TO GO! - Chappell Roan";"KLOuFRENS";3,03069211033822
"Funny Papers - Mac Miller";"4X4";2,97856910840066
"Kill Bill - SZA";"Too Sweet";2,90009482943175
"No One Noticed - The Marías";"HOT TO GO!";2,86407007487041
"No One Noticed - The Marías";"HOT TO GO!";2,86407007487041
"Fat Juicy & Wet - Sexyy Red, Bruno Mars";"PERFuMITO NUEVO";2,83786272187844
"Headlock - Imogen Heap";"The Abyss";2,82219159903102
"Kill Bill - SZA";"Too Sweet";2,73546259381281
"WHATCHU KNO ABOUT ME (feat. Sexyy Red) - GloRilla, Sexyy Red";"PERFuMITO NUEVO";2,66503336422372
"KETU TeCRÉ - Bad Bunny";"4X4";2,61188985785212
"BIRDS OF A FEATHER - Billie Eilish";"Too Sweet";2,60518569320118
"WELTiTA - Bad Bunny, Chuwi";"Messy";2,58461839673515
"NUEVAYoL - Bad Bunny";"Too Sweet";2,57933959158926
"Headlock - Imogen Heap";"The Abyss";2,51202121084951
"VeLDÁ - Bad Bunny, Omar Courtz, Dei V";"Too Sweet";2,44439745553682
"No One Noticed - The Marías";"4X4";2,41851410257895
"BOKeTE - Bad Bunny";"HOT TO GO!";2,37314495583095
"BOKeTE - Bad Bunny";"HOT TO GO!";2,37314495583095
"No Pole - Don Toliver";"PERFuMITO NUEVO";2,25570146385138
"WELTiTA - Bad Bunny, Chuwi";"Too Sweet";2,24857932735793
"VeLDÁ - Bad Bunny, Omar Courtz, Dei V";"Too Sweet";2,14642719436975
"Love Somebody - Morgan Wallen";"WELTiTA";2,03344371180359
"Saturn - SZA";"The Abyss";2,0177887782026
"EL CLúB - Bad Bunny";"The Abyss";2,00964357850837
"EL CLúB - Bad Bunny";"The Abyss";2,00964357850837
"HOT TO GO! - Chappell Roan";"PERFuMITO NUEVO";1,86477739195897
"HOT TO GO! - Chappell Roan";"PERFuMITO NUEVO";1,86477739195897
"NUEVAYoL - Bad Bunny";"HOT TO GO!";1,85641554047157
"NUEVAYoL - Bad Bunny";"HOT TO GO!";1,85641554047157
"WELTiTA - Bad Bunny, Chuwi";"Too Sweet";1,75191804829933
"Open Hearts - The Weeknd";"WELTiTA";1,66932529383736
"Dum, Dumb, and Dumber (with Young Thug & Future) - Lil Baby, Young Thug, Future";"Too Sweet";1,66786629683008
"Stuff (feat. Travis Scott) - Lil Baby, Travis Scott";"VOY A LLeVARTE PA PR";1,61976080216537
"EoO - Bad Bunny";"HOT TO GO!";1,61350046317321
"EoO - Bad Bunny";"HOT TO GO!";1,61350046317321
"Good Luck, Babe! - Chappell Roan";"WELTiTA";1,59196131650809
"Dum, Dumb, and Dumber (with Young Thug & Future) - Lil Baby, Young Thug, Future";"Too Sweet";1,57832682634863
"Like Him (feat. Lola Young) - Tyler, The Creator, Lola Young";"The Abyss";1,57558479434444
"Given Up On Me - The Weeknd";"LA MuDANZA";1,49729948075714
"Niagara Falls - The Weeknd";"WELTiTA";1,47756799540936
"Mr. Brightside - The Killers";"Messy";1,47087591001106
"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne) - Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne";"PERFuMITO NUEVO";1,46024590236526
"Wake Me Up (feat. Justice) - The Weeknd, Justice";"Messy";1,35736011473699
"Fat Juicy & Wet - Sexyy Red, Bruno Mars";"Too Sweet";1,27172240074482
"APT. - ROSÉ, Bruno Mars";"BOKeTE";1,26007990313229
"APT. - ROSÉ, Bruno Mars";"BOKeTE";1,25763380056205
"Smile - Morgan Wallen";"4X4";1,17055787188876
"VOY A LLeVARTE PA PR - Bad Bunny";"Too Sweet";1,05068602481975
"Not Like Us - Kendrick Lamar";"WELTiTA";1,00458238055239
"Fat Juicy & Wet - Sexyy Red, Bruno Mars";"Too Sweet";0,807038753233158
"Empty Out Your Pockets - Juice WRLD";"Too Sweet";0,726706751656849
"Pink Skies - Zach Bryan";"Too Sweet";0,605471903436978
"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne) - Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne";"The Abyss";0,600088194989723
"Sailor Song - Gigi Perez";"Too Sweet";0,541898047216719
"I Can't Wait To Get There - The Weeknd";"Too Sweet";0,539799024670813
"Empty Out Your Pockets - Juice WRLD";"Too Sweet";0,539068115930647
"VOY A LLeVARTE PA PR - Bad Bunny";"Too Sweet";0,51184775575183
"CHIHIRO - Billie Eilish";"4X4";0,454668013336018
"CAFé CON RON - Bad Bunny, Los Pleneros de la Cresta";"Too Sweet";0,445257727215221
"Niagara Falls - The Weeknd";"Too Sweet";0,427275001739574
"Die With A Smile - Lady Gaga, Bruno Mars";"Too Sweet";0,393151755291527
"Baptized In Fear - The Weeknd";"Too Sweet";0,378808917477301
"The Abyss - The Weeknd";"Too Sweet";0,315854656039306
"Too Sweet - Hozier";"WELTiTA";0,231913838940812
"Funny Papers - Mac Miller";"Too Sweet";0,214755315347986
"Gang Baby - NLE Choppa";"Too Sweet";0,109313162600273
"Opening Night - The Weeknd";"Too Sweet";0,0802696225840549
"Too Sweet - Hozier";"WELTiTA";0,0417294018260748
"Mr. Brightside - The Killers";"WELTiTA";0
"Saturn - SZA";"HOT TO GO!";0
"Saturn - SZA";"HOT TO GO!";0
"505 - Arctic Monkeys";"WELTiTA";0
"Timeless (feat Playboi Carti) - The Weeknd, Playboi Carti";"WELTiTA";0
"APT. - ROSÉ, Bruno Mars";"PERFuMITO NUEVO";0
"Good Luck, Babe! - Chappell Roan";"The Abyss";0
"tv off (feat. lefty gunplay) - Kendrick Lamar, Lefty Gunplay";"The Abyss";0
"I Can't Wait To Get There - The Weeknd";"Too Sweet";0
"Baptized In Fear - The Weeknd";"Too Sweet";0
"Sweater Weather - The Neighbourhood";"WELTiTA";0
"No Pole - Don Toliver";"Messy";0
"EL CLúB - Bad Bunny";"HOT TO GO!";0
"EL CLúB - Bad Bunny";"HOT TO GO!";0
"Qué Pasaría... - Rauw Alejandro, Bad Bunny";"The Abyss";0
"Stick Season - Noah Kahan";"4X4";0
"squabble up - Kendrick Lamar";"The Abyss";0
"Open Hearts - The Weeknd";"PERFuMITO NUEVO";0
"PIToRRO DE COCO - Bad Bunny";"The Abyss";0
"Lose Control - Teddy Swims";"WELTiTA";0
"Too Sweet - Hozier";"The Abyss";0
"Timeless - The Weeknd";"The Abyss";0
"LO QUE LE PASÓ A HAWAii - Bad Bunny";"4X4";0
"DJ's Chord Organ (feat. SZA) - Mac Miller, SZA";"Messy";0
"Indigo (feat. Avery Anna) - Sam Barber, Avery Anna";"Messy";0
"Do You Have A Destination? - Mac Miller";"The Abyss";0
"PERFuMITO NUEVO - Bad Bunny, RaiNao";"4X4";0
"Kill Bill - SZA";"WELTiTA";0
"Bed Chem - Sabrina Carpenter";"WELTiTA";0
"NIGHTS LIKE THIS - The Kid LAROI";"WELTiTA";0
"Stoned - Mac Miller";"The Abyss";0
"DENIAL IS A RIVER - Doechii";"VOY A LLeVARTE PA PR";0
"Pink Pony Club - Chappell Roan";"WELTiTA";0
"Friendly Hallucinations - Mac Miller";"The Abyss";0
"5 Dollar Pony Rides - Mac Miller";"WELTiTA";0
"Sailor Song - Gigi Perez";"Too Sweet";0
"Stuff (feat. Travis Scott) - Lil Baby, Travis Scott";"The Abyss";0
"luther (with sza) - Kendrick Lamar, SZA";"The Abyss";0
"Scorsese Baby Daddy - SZA";"The Abyss";0
"Espresso - Sabrina Carpenter";"The Abyss";0
"Sweater Weather - The Neighbourhood";"WELTiTA";0
"Empty Out Your Pockets - Juice WRLD";"PERFuMITO NUEVO";0
"NISSAN ALTIMA - Doechii";"The Abyss";0
"Reflections Laughing (feat. Travis Scott, Florence + The Machine) - The Weeknd, Travis Scott, Florence + The Machine";"Messy";0
"BAILE INoLVIDABLE - Bad Bunny";"4X4";0
"Die With A Smile - Lady Gaga, Bruno Mars";"Too Sweet";0
"Please Please Please - Sabrina Carpenter";"WELTiTA";0
"Niagara Falls - The Weeknd";"Too Sweet";0
"Sports car - Tate McRae";"WELTiTA";0
"Messy - Lola Young";"WELTiTA";0
"Cry For Me - The Weeknd";"The Abyss";0
"Dum, Dumb, and Dumber (with Young Thug & Future) - Lil Baby, Young Thug, Future";"PERFuMITO NUEVO";0
"Again - Fetty Wap";"PERFuMITO NUEVO";0
"LA MuDANZA - Bad Bunny";"The Abyss";0
"All The Stars (with SZA) - Kendrick Lamar, SZA";"The Abyss";0
"I'm The Problem - Morgan Wallen";"The Abyss";0
"Smile - Morgan Wallen";"HOT TO GO!";0
"Smile - Morgan Wallen";"HOT TO GO!";0
"Kill Bill - SZA";"WELTiTA";0
"WILDFLOWER - Billie Eilish";"HOT TO GO!";0
"WILDFLOWER - Billie Eilish";"HOT TO GO!";0
"BMF - SZA";"The Abyss";0
"Take Me Back To LA - The Weeknd";"HOT TO GO!";0
"Take Me Back To LA - The Weeknd";"HOT TO GO!";0
"Something in the Orange - Zach Bryan";"HOT TO GO!";0
"Something in the Orange - Zach Bryan";"HOT TO GO!";0
"30 For 30 (with Kendrick Lamar) - SZA, Kendrick Lamar";"The Abyss";0
"HOT TO GO! - Chappell Roan";"WELTiTA";0
"Given Up On Me - The Weeknd";"WELTiTA";0
"End of Beginning - Djo";"WELTiTA";0
"DtMF - Bad Bunny";"HOT TO GO!";0
"DtMF - Bad Bunny";"HOT TO GO!";0
"No One Noticed - The Marías";"The Abyss";0
"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne) - Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne";"BOKeTE";0
"Beautiful Things - Benson Boone";"HOT TO GO!";0
"Beautiful Things - Benson Boone";"HOT TO GO!";0
"Blue Jean Baby - Zach Bryan";"The Abyss";0
"EL CLúB - Bad Bunny";"HOT TO GO!";0
"EL CLúB - Bad Bunny";"HOT TO GO!";0
"I Remember Everything (feat. Kacey Musgraves) - Zach Bryan, Kacey Musgraves";"Messy";0
"KLOuFRENS - Bad Bunny";"4X4";0
"Pink Skies - Zach Bryan";"Too Sweet";0
"KETU TeCRÉ - Bad Bunny";"HOT TO GO!";0
"KETU TeCRÉ - Bad Bunny";"HOT TO GO!";0
"The Abyss - The Weeknd";"Too Sweet";0
"Snooze - SZA";"The Abyss";0
"Opening Night - The Weeknd";"Too Sweet";0
"Funny Papers - Mac Miller";"Too Sweet";0
"Another Life - SZA";"HOT TO GO!";0
"Another Life - SZA";"HOT TO GO!";0
"APT. - ROSÉ, Bruno Mars";"PERFuMITO NUEVO";0
"HOT TO GO! - Chappell Roan";"WELTiTA";0
"Lovin On Me - Jack Harlow";"The Abyss";0
"I Love You, I'm Sorry - Gracie Abrams";"HOT TO GO!";0
